epoch,model,train_loss,test_regret,decision_rmse,cost_rmse
39,pto,0.4189271173056434,0.5581327165876117,0.2631915946854418,0.5929419619344638
40,pto,0.400434766329971,0.5496087755475726,0.2597089170844982,0.5896224574908769
41,pto,0.3978210418832068,0.5302923747471401,0.25491794454720174,0.5755545719896027
42,pto,0.3972046346056695,0.5054012196404594,0.251932728428675,0.5639987657450396
43,pto,0.3645968887151456,0.4910514865602766,0.2499693068327692,0.5558974518882993
44,pto,0.3604407471184637,0.48009189537593294,0.2476335271834874,0.5534177804239924
45,pto,0.34054140483631806,0.472735983984811,0.24625125956610858,0.5512213682914053
46,pto,0.4086928811727786,0.45786847387041363,0.24223799289020698,0.5428863431491402
47,pto,0.3656894833433862,0.4410855088915144,0.23913637332392057,0.5332540969798552
48,pto,0.33813204192647744,0.42786809376307894,0.2360390400438775,0.5266007225585106
49,pto,0.3242044010583092,0.42678812571934294,0.23545703525749387,0.5249628611812401
50,pto,0.3374977929919374,0.41826375893184115,0.23323432912593256,0.5231088090257344
1,sdfl,3.4982866586423387,3.0738438197544644,0.5614259183565142,1.6989089477949078
2,sdfl,3.5765245101031136,2.8262132917131697,0.5483748440939006,1.6750734422927545
3,sdfl,3.1686568306941614,2.722024508884975,0.5444643286387884,1.6609406957094475
4,sdfl,2.9347912937987086,2.612384251185826,0.5387146895902397,1.6605849302105098
5,sdfl,2.7730774972953047,2.4802040372576033,0.530143572956211,1.6638916746658483
6,sdfl,2.708626667658488,2.349932943071638,0.5199544754117231,1.6511576633124754
7,sdfl,2.5081754198261335,2.216471399579729,0.5058505748187413,1.6205419066639977
8,sdfl,2.38369148385291,2.027629852294922,0.4833121738280871,1.5989398304948717
9,sdfl,2.083079838285259,1.9013327189854212,0.46778023814676983,1.5879416916538072
10,sdfl,2.237233278798122,1.736501693725586,0.4483342569766775,1.5869305545159516
11,sdfl,1.9337249012554394,1.6270418848310197,0.4355194337302537,1.583251947209047
12,sdfl,2.11088998411216,1.536834716796875,0.4250485656942808,1.5804861833478165
13,sdfl,1.7663365181754618,1.4369258199419295,0.41117988992586546,1.5782852199431736
14,sdfl,1.7352295108869964,1.354914937700544,0.402532246067174,1.570781624133121
15,sdfl,1.6368594450109146,1.2622880935668945,0.3908096574561991,1.551378668886018
16,sdfl,1.6360901430541395,1.180562973022461,0.3802886241086235,1.5336106679405337
17,sdfl,1.6431342924342436,1.1247969695499964,0.37501460455656904,1.5180535300014215
18,sdfl,1.3846191962560017,1.0350300584520613,0.36458649199278764,1.514916952645618
19,sdfl,1.3842955079733157,0.9608133179800851,0.35789057117287715,1.5183656882414507
20,sdfl,1.324526877964244,0.9310272761753627,0.356466109234613,1.5123871275885654
21,sdfl,1.250522910379896,0.9073089190891811,0.35435067587115976,1.5081982868038077
22,sdfl,1.2361220133070852,0.8758109637669155,0.34947143658757457,1.5090153389472267
23,sdfl,1.2125325740552415,0.8478730065482003,0.3468065928361274,1.5111775964203256
24,sdfl,1.067669342545902,0.8298404216766357,0.3455888289827253,1.5103758757897616
25,sdfl,1.195886662193373,0.8203042915889195,0.3460785410669105,1.5147084944083875
26,sdfl,1.0896674149176653,0.8230085032326835,0.3457409410829641,1.5170283746103457
27,sdfl,1.0529666028770746,0.8250255925314767,0.3452825887161944,1.524205392551488
28,sdfl,1.170012372381547,0.8233076844896589,0.345516116690866,1.5240164593557632
29,sdfl,1.073089732843287,0.812182971409389,0.3442407399624073,1.52474756943412
30,sdfl,1.0500867717406328,0.7764067649841309,0.33625858715273166,1.5135584094857666
31,sdfl,0.9784049976105783,0.7543085983821324,0.3317297738478457,1.4923650163786237
32,sdfl,0.9961896129682952,0.7414210183279855,0.33117769691246157,1.4825261997452466
33,sdfl,0.9398740167711296,0.7437951564788818,0.3325574689588975,1.479906908296287
34,sdfl,0.9772135206297332,0.7362258434295654,0.33098085064705396,1.471791114534066
35,sdfl,0.9222694109467899,0.7202029568808419,0.3273399927682563,1.4635828278414202
36,sdfl,0.9062859217325846,0.7061211041041783,0.3246120621306203,1.4510000792068891
37,sdfl,0.9664137795859692,0.7054428883961269,0.3252823473024169,1.4425414774693472
38,sdfl,0.9532690913069481,0.7083144698824201,0.32532219688188757,1.450462027165923
39,sdfl,0.9771201341759925,0.7100049597876412,0.3248229288497811,1.45390952594482
40,sdfl,0.9466421043171602,0.6926889249256679,0.32029962281184954,1.4472157134551933
41,sdfl,0.9095751935360479,0.6674468857901437,0.31586729836422134,1.446318913899877
42,sdfl,0.9071177869450813,0.6419824191502163,0.3141227550494681,1.4317010141534
43,sdfl,0.8281982599520216,0.6183621542794364,0.30833904661190104,1.414782541155731
44,sdfl,0.9155333556380927,0.6005541086196899,0.3046828496668928,1.385596290250146
45,sdfl,0.9202755245507932,0.6008565425872803,0.30292184957831597,1.3773169874486484
46,sdfl,0.9346870768303964,0.6574810232434954,0.31132297651782886,1.3730786659980458
47,sdfl,0.8523392466937795,0.6411851474217006,0.3073242342657686,1.3247119395074873
48,sdfl,0.8204466326563966,0.6087346758161273,0.3018178991985833,1.2732933611457913
49,sdfl,0.7095693525146035,0.6015137263706752,0.29934005128290847,1.2303561190656862
50,sdfl,0.8154484711441339,0.5896870238440377,0.29514791871975676,1.1872218673930728
1,rdfl-u,3.396040397531846,4.433234078543527,0.6557538602885823,2.4348913521333224
2,rdfl-u,3.275994618733724,4.279057775224958,0.6439400211250548,2.37912029150853
3,rdfl-u,3.1253176343207265,4.123631749834333,0.6297404756813919,2.3226732275129116
4,rdfl-u,2.9675409606858794,3.996818951198033,0.6213622795412495,2.296745642160308
5,rdfl-u,2.9791999891692518,3.9450462886265347,0.6189552748276935,2.295109581039388
6,rdfl-u,2.70376199834487,3.770585060119629,0.6082597973018657,2.2589061492548077
7,rdfl-u,2.741850682333404,3.522519656590053,0.5931132293686304,2.195335983049923
8,rdfl-u,2.5474305620380475,3.3193746294294084,0.5766144448870973,2.1353954027913793
9,rdfl-u,2.2550115468455294,3.0850390025547574,0.5541970492897279,2.087548937195377
10,rdfl-u,2.258078084272497,2.938274247305734,0.5411175274309222,2.0780876574249616
11,rdfl-u,2.247505164613911,2.9399523053850447,0.5421125916976228,2.0512898497730174
12,rdfl-u,2.1977039996315453,2.8475475311279297,0.5355189266943471,2.0557490054451377
13,rdfl-u,2.0914649355645274,2.721409797668457,0.5264831560809878,2.047180858461284
14,rdfl-u,1.9817089824115528,2.679966313498361,0.5248212860482523,2.04868813251642
15,rdfl-u,2.026807193662606,2.633127076285226,0.5213156699214031,2.0428074681114134
16,rdfl-u,1.9397430910783655,2.51127290725708,0.5067478967626071,2.007478193576247
17,rdfl-u,1.8910106186773263,2.452446460723877,0.5018664876354755,1.9887335199462948
18,rdfl-u,1.9109594775181191,2.4576126507350375,0.5039315488765389,2.0090640804061706
19,rdfl-u,1.9366282715516931,2.360600062779018,0.4946843142200755,1.994529736330283
20,rdfl-u,1.818383254256903,2.3399267196655273,0.4900676654438707,2.0182891576145425
21,rdfl-u,1.725437138594833,2.319580078125,0.488651213078983,2.0100676682827405
22,rdfl-u,1.6660385833067053,2.233992644718715,0.4810061755394307,1.9769522318780268
23,rdfl-u,1.693031960842656,2.0926882880074635,0.4645783214962644,1.9429731983495664
24,rdfl-u,1.5701298292945414,2.0921547753470287,0.4665122396218252,1.943284585558366
25,rdfl-u,1.489340015486175,2.0663753237043108,0.46512283794635634,1.932051321580651
26,rdfl-u,1.4858296922608918,1.9966613905770438,0.4588914511629705,1.9164891289097035
27,rdfl-u,1.5467362836295484,1.9189188820975167,0.44754588008392954,1.892861124121908
28,rdfl-u,1.379855469161389,1.7721236092703683,0.4249472433091365,1.8605394470061074
29,rdfl-u,1.4426072970324872,1.67786363192967,0.4121554649164325,1.8396362520901204
30,rdfl-u,1.322120632611069,1.629762922014509,0.40718582853934676,1.8326371658785074
31,rdfl-u,1.2426419187994564,1.5396106924329485,0.40155930997589706,1.8268970282458767
32,rdfl-u,1.2843336217543657,1.511106354849679,0.4009094322242006,1.8272723956649113
33,rdfl-u,1.1944019841212852,1.493145431791033,0.39880787280404534,1.8286139909014214
34,rdfl-u,1.1992884114676832,1.4547084740230016,0.39365895055500544,1.827720081167583
35,rdfl-u,1.2188786011116177,1.4035185405186243,0.3855238648810276,1.816404209868286
36,rdfl-u,1.24610856701346,1.3959239550999232,0.3869588395637713,1.8182363152696785
37,rdfl-u,1.115283491564732,1.3915125301906042,0.38537594839115213,1.8182706625398402
38,rdfl-u,1.1106004785088932,1.3712073734828405,0.3822047845500912,1.8062037056134823
39,rdfl-u,1.211761558757109,1.374711309160505,0.38313087592222944,1.8031271639586854
40,rdfl-u,1.1749958933568467,1.3754307883126395,0.3837034395496985,1.8049159540581738
41,rdfl-u,1.115650448144651,1.3683697836739677,0.381874804457694,1.8070923059890096
42,rdfl-u,1.0899283500278698,1.3692639895847865,0.38203120007348856,1.8002122905218347
43,rdfl-u,1.0140294058650148,1.3570618288857597,0.37853305061740683,1.7842847322637776
44,rdfl-u,1.1295491456985474,1.318155016217913,0.36984467206475446,1.769036124212317
45,rdfl-u,1.014530284731996,1.286489827292306,0.36104835784760236,1.740281253126419
46,rdfl-u,1.0716075289483165,1.2991910661969865,0.36455097184612906,1.7619029478360808
47,rdfl-u,1.054962242350859,1.3862650735037667,0.3789176748179789,1.7601380326279696
48,rdfl-u,1.049649577514798,1.3931116717202323,0.3804994418006041,1.7721687133048518
49,rdfl-u,1.0383635315240598,1.3586170332772392,0.37689622383211213,1.7657578988581708
50,rdfl-u,1.026590020048852,1.3377620833260673,0.37754593323416974,1.7832416308821775
1,rdfl-i,3.422406453712314,4.447246006556919,0.6558305814367589,2.337410790917303
2,rdfl-i,3.166232010897468,4.101019995553153,0.6302084654440473,2.2223698091695154
3,rdfl-i,2.8960605742884615,3.8502229963030135,0.6153279606578155,2.1188696903416306
4,rdfl-i,2.663553892397413,3.543802125113351,0.5874178773941372,2.0470112296627088
5,rdfl-i,2.5164055356792376,3.351228986467634,0.5732375767945508,2.013935990975476
6,rdfl-i,2.403288897346048,3.3107758930751254,0.5683354997746749,2.0126757432485087
7,rdfl-i,2.372866845598408,3.055753707885742,0.5537322078972328,2.016286207128571
8,rdfl-i,2.3071236937653783,3.000018392290388,0.5491497080894295,2.0383842989884715
9,rdfl-i,2.2881827892041673,2.9723997116088867,0.5470080529111088,2.0441039785845208
10,rdfl-i,2.265179297503303,2.930999687739781,0.5426534083969345,2.043584737099608
11,rdfl-i,2.2453658791149365,2.9969774654933383,0.5481523939496302,2.0408285543114375
12,rdfl-i,2.2463157691207587,2.932342665536063,0.5430253033722637,2.0556945289034325
13,rdfl-i,2.220640556485045,2.9070359638759067,0.5401562700768558,2.06194661961223
14,rdfl-i,2.1940698530159746,2.90157379422869,0.540245599652752,2.0723803320885112
15,rdfl-i,2.1753216210533592,2.9101225308009555,0.5435065339831592,2.0856033049318583
16,rdfl-i,2.1664045231015074,2.908926555088588,0.5435937215287894,2.093350643633658
17,rdfl-i,2.150218594307993,2.899321896689279,0.5419331632114085,2.0988570340212798
18,rdfl-i,2.1366080092448816,2.8942178317478726,0.540257149377764,2.103209252998881
19,rdfl-i,2.1147216792200125,2.86415890284947,0.5372714472397986,2.111517802162806
20,rdfl-i,2.0955881324468875,2.851834569658552,0.5355223230026799,2.1175519421441757
21,rdfl-i,2.0799284191692577,2.8457238333565846,0.534063948862339,2.120190886260593
22,rdfl-i,2.075311029658598,2.807458128247942,0.5326185534272521,2.1261853926878627
23,rdfl-i,2.079369110219619,2.793417045048305,0.5315691974730885,2.128825768465625
24,rdfl-i,2.073409861209346,2.7913406917027066,0.5312206741060547,2.1268858163215163
25,rdfl-i,2.0650193831499886,2.7918387140546526,0.5311661341529692,2.1250153613136344
26,rdfl-i,2.054983101639093,2.793450014931815,0.5313521471313782,2.123003905301782
27,rdfl-i,2.0451754401711857,2.7948222160339355,0.531455620474303,2.120709924411185
28,rdfl-i,2.03405808467491,2.795628479548863,0.5316327295150501,2.1193367770476206
29,rdfl-i,2.024082978566488,2.7961786815098355,0.5315891625754636,2.1165226432853537
30,rdfl-i,2.0127519883361518,2.7958995955330983,0.531686260706813,2.1142358324801878
31,rdfl-i,2.0029316228978775,2.7943657466343472,0.5315182817860247,2.1115557923290362
32,rdfl-i,1.9927345327302521,2.796058246067592,0.5318200394950177,2.1108267367115414
33,rdfl-i,1.9832855018914914,2.795031411307199,0.5317275009053313,2.1091977903819945
34,rdfl-i,1.974045243917727,2.7934694290161133,0.5315547549836134,2.107455930935936
35,rdfl-i,1.9660208318747727,2.7940658160618375,0.5315249076372531,2.10578354040059
36,rdfl-i,1.95727614327973,2.794386523110526,0.5316435053749252,2.106267811116537
37,rdfl-i,1.94947745402654,2.7947470801217213,0.5318104200233942,2.1062673454007066
38,rdfl-i,1.9418683426052916,2.7942722184317454,0.5314897909661694,2.1049462643519314
39,rdfl-i,1.9331304162156349,2.794732093811035,0.5316314609987456,2.1050887803590044
40,rdfl-i,1.9254308728610767,2.793642725263323,0.5314830365082708,2.1039489000322007
41,rdfl-i,1.9175654112123977,2.793877192905971,0.5314150898332323,2.1031400184038436
42,rdfl-i,1.9103111589656157,2.795090675354004,0.531306377592994,2.1020657091384454
43,rdfl-i,1.9053270045448751,2.7957767759050642,0.5312407420658003,2.1013948232862534
44,rdfl-i,1.8986058071547864,2.7970456395830428,0.5312305478934467,2.1005429039703523
45,rdfl-i,1.8921246318256153,2.793241160256522,0.5308374421829791,2.1001282581425156
46,rdfl-i,1.8865603465659946,2.7896126338413785,0.5304422601064605,2.0989078977687723
47,rdfl-i,1.8807170952067656,2.7868593079703197,0.5302321741377659,2.099634707073096
48,rdfl-i,1.875295129476809,2.7818406649998257,0.5297437455528123,2.099441620167123
49,rdfl-i,1.8687486438190235,2.779388972691127,0.5295025334963364,2.098745357937054
50,rdfl-i,1.8630445190504485,2.7752979823521207,0.5291361064403762,2.096881481645494
