epoch,model,train_loss,decision_rmse,regret
2,spo-plus,23.01927734823788,0.6035608621222174,4.930294036865234
3,spo-plus,19.798259884703395,0.6035608621222174,4.973203931535993
4,spo-plus,18.03639238020953,0.5976143046671968,4.740882737295968
5,spo-plus,16.2782392688826,0.5916079783099616,4.5031343187604636
6,spo-plus,15.702592008254108,0.5916079783099616,4.215685163225446
7,spo-plus,14.891089663786047,0.5794085654478071,4.170492036002023
8,spo-plus,13.570658459382898,0.5669467095138409,3.907521520342146
9,spo-plus,12.864850306043438,0.5669467095138409,3.940462384905134
10,spo-plus,12.764565617430444,0.5669467095138409,3.8311537333897183
11,spo-plus,12.456884421554266,0.5794085654478071,4.14090497153146
12,spo-plus,11.269623382418763,0.5669467095138409,3.7722207478114536
13,spo-plus,11.068455097722072,0.5669467095138409,3.8449719292776927
14,spo-plus,10.688985132703595,0.541162769282166,3.169482776096889
15,spo-plus,10.662640010609346,0.541162769282166,3.1380506243024553
16,spo-plus,9.91562770394718,0.5345224838248488,3.2223284585135326
17,spo-plus,9.891997917025696,0.541162769282166,3.2419939041137695
18,spo-plus,9.70372787176394,0.5209880722517277,2.9837853567940846
19,spo-plus,8.984376383762733,0.5209880722517277,3.0865146092006137
20,spo-plus,8.666393635319729,0.50709255283711,2.841534205845424
21,spo-plus,8.782429021947523,0.5,2.683008466448103
22,spo-plus,8.469229062398275,0.4855041562276122,2.426562990461077
23,spo-plus,8.321038938036152,0.4629100498862757,1.9424388068062919
24,spo-plus,7.825413619770723,0.45512949491639976,1.8587421689714705
25,spo-plus,7.446779325896618,0.4472135954999579,1.841722011566162
26,spo-plus,7.05576940611297,0.43915503282683993,1.7572176797049386
27,spo-plus,7.145840813131893,0.4472135954999579,1.6685053961617606
28,spo-plus,6.798075114979463,0.4472135954999579,1.7400703430175781
29,spo-plus,6.771909835291844,0.4472135954999579,1.7400703430175781
30,spo-plus,6.332683535183177,0.43915503282683993,1.636284487588065
31,spo-plus,6.403242372999005,0.4309458036856673,1.5761239869253976
32,spo-plus,6.240276589113123,0.4309458036856673,1.5014031955174036
33,spo-plus,6.114687704572491,0.4225771273642583,1.416489805494036
34,spo-plus,5.8200504546071965,0.4225771273642583,1.3444093295506068
35,spo-plus,5.523461575601615,0.4225771273642583,1.3451118469238281
36,spo-plus,5.485502729228899,0.4309458036856673,1.5033811160496302
37,spo-plus,5.6126520960938695,0.4309458036856673,1.5033811160496302
38,spo-plus,4.99710153130924,0.4225771273642583,1.3962935720171248
39,spo-plus,4.97502540139591,0.4225771273642583,1.472038950238909
40,spo-plus,4.907817522684733,0.4140393356054125,1.3159283229282923
41,spo-plus,4.772452120687447,0.4140393356054125,1.3449796267918177
42,spo-plus,4.8571506388047165,0.4053217416888888,1.1867102895464217
43,spo-plus,5.127744786879596,0.3964124835860459,1.1574217932564872
44,spo-plus,5.367269343020869,0.3964124835860459,1.1574217932564872
45,spo-plus,4.353470185223748,0.4053217416888888,1.1354738644191198
46,spo-plus,4.53934076720593,0.4140393356054125,1.2914934839521135
47,spo-plus,4.629178458569097,0.4140393356054125,1.2914934839521135
48,spo-plus,4.547156184327369,0.4053217416888888,1.2721472467694963
49,spo-plus,4.25744047351912,0.4053217416888888,1.2347443444388253
50,spo-plus,3.8777120721106435,0.4053217416888888,1.1894636154174805
1,sdfl-perturbed,6.1288547422371655,0.503489497514241,5.904044560023716
2,sdfl-perturbed,5.8999095524058625,0.4983790690113013,5.701266424996512
3,sdfl-perturbed,5.609829285565545,0.49440931341999267,5.578514644077846
4,sdfl-perturbed,5.667087966320562,0.4923451419881034,5.416949953351702
5,sdfl-perturbed,5.336899682587268,0.4846341472661915,5.30694443838937
6,sdfl-perturbed,5.188337494345272,0.481392024497706,5.153501238141741
7,sdfl-perturbed,5.08497412999471,0.47707634768227314,4.988187381199428
8,sdfl-perturbed,4.835322922351313,0.46888390944424,4.917439052036831
9,sdfl-perturbed,4.724801699320476,0.4663405336270604,4.70377813066755
10,sdfl-perturbed,4.633330798616596,0.46722967738422977,4.6779181616646905
11,sdfl-perturbed,4.578514248717065,0.4566519144623647,4.694708142961774
12,sdfl-perturbed,4.459377003651039,0.4569573162115754,4.45522539956229
13,sdfl-perturbed,4.336739016514199,0.44818738358366517,4.243869509015765
14,sdfl-perturbed,4.246861490548826,0.4532712202502414,4.20554324558803
15,sdfl-perturbed,4.100112858940573,0.4505855565261718,4.127900259835379
16,sdfl-perturbed,3.846148275861553,0.4570183720713143,4.001419884817941
17,sdfl-perturbed,3.9655125000897575,0.44929104620104393,4.056549072265625
18,sdfl-perturbed,3.902089034809786,0.4451499546701731,3.9312058857509067
19,sdfl-perturbed,3.838807802574307,0.44157066707137277,3.7937092099870955
20,sdfl-perturbed,3.632580556121527,0.44352515681992927,3.802158628191267
21,sdfl-perturbed,3.731208791919783,0.4402654941704413,3.7200795582362582
22,sdfl-perturbed,3.5024984397140204,0.4402258830702711,3.611207962036133
23,sdfl-perturbed,3.520187078737745,0.43917885786593663,3.6615245001656667
24,sdfl-perturbed,3.329691882226981,0.43762753243238384,3.6004907063075473
25,sdfl-perturbed,3.429185329699049,0.4335198416739423,3.580707550048828
26,sdfl-perturbed,3.2938075205859016,0.42680649418927874,3.4679264341081892
27,sdfl-perturbed,3.2079184242323335,0.4353743001717028,3.414291109357561
28,sdfl-perturbed,3.059678222618851,0.43453234560271803,3.414855412074498
29,sdfl-perturbed,3.3008093787174597,0.42616862702539976,3.2557126453944614
30,sdfl-perturbed,3.057055940815047,0.4249885108741176,3.197672571454729
31,sdfl-perturbed,3.0977658664478973,0.42490643665484085,3.1369383675711497
32,sdfl-perturbed,3.0517091003118777,0.41953717324230383,3.130791119166783
33,sdfl-perturbed,2.859521099165374,0.4227834135016922,3.0238821847098216
34,sdfl-perturbed,2.8113911432378433,0.42053358165974264,2.969423975263323
35,sdfl-perturbed,2.7098681131998696,0.41751216299648086,2.9750453404017856
36,sdfl-perturbed,2.773058194740146,0.41430880477523735,2.915995325360979
37,sdfl-perturbed,2.6946369760176716,0.41215658053099186,2.8679275512695312
38,sdfl-perturbed,2.5902971894133326,0.412621735283748,2.867372376578195
39,sdfl-perturbed,2.577152345694748,0.41761239398171945,2.859828404017857
40,sdfl-perturbed,2.5282731266582714,0.4132720723731177,2.764211518423898
41,sdfl-perturbed,2.4611664332595526,0.4077667427805474,2.770461286817278
42,sdfl-perturbed,2.4865238713283166,0.41854672571547236,2.7486208506992886
43,sdfl-perturbed,2.46844323943643,0.40921820879662024,2.648383481161935
44,sdfl-perturbed,2.3709111003314747,0.4128329960035725,2.729940823146275
45,sdfl-perturbed,2.2563115054485845,0.40733029441719654,2.6767004558018277
46,sdfl-perturbed,2.3436745662315217,0.4051668252090736,2.703881399972098
47,sdfl-perturbed,2.38360077493331,0.40679907948694843,2.6193257740565707
48,sdfl-perturbed,2.327901059505986,0.4111653191148995,2.5735675266810825
49,sdfl-perturbed,2.3002469469519222,0.40648173335781207,2.578622273036412
50,sdfl-perturbed,2.325255223349029,0.40636159181641596,2.4947859900338307
1,rdfl-perturbed-u,6.327012492161171,0.4822317213080391,5.634038925170898
2,rdfl-perturbed-u,6.273874479181626,0.4822823458936832,5.594286782400949
3,rdfl-perturbed-u,6.096003186468985,0.4826799257419825,5.559295790536063
4,rdfl-perturbed-u,5.891816522560868,0.47073982425842953,5.3695863996233255
5,rdfl-perturbed-u,5.5948072975757075,0.46912187629807733,5.256841250828335
6,rdfl-perturbed-u,5.6412591653711655,0.4694117352944458,5.113506725856236
7,rdfl-perturbed-u,5.353783822527118,0.47093982545164786,5.049041339329311
8,rdfl-perturbed-u,5.1468009387745575,0.47108051613134183,5.048081398010254
9,rdfl-perturbed-u,5.023763310675528,0.4729278108609329,4.7569893428257535
10,rdfl-perturbed-u,4.861747461206773,0.46685629384977007,4.691786902291434
11,rdfl-perturbed-u,4.710449274848489,0.46944145430272466,4.545811108180454
12,rdfl-perturbed-u,4.492767090890922,0.47364262117052525,4.499206815447126
13,rdfl-perturbed-u,4.468338031394809,0.4667442205434517,4.3870939527239114
14,rdfl-perturbed-u,4.308188625410492,0.4638659245753485,4.223879405430385
15,rdfl-perturbed-u,4.159455135756848,0.4670430229302833,4.27411801474435
16,rdfl-perturbed-u,4.152642754947438,0.45794084926829953,4.004889760698591
17,rdfl-perturbed-u,4.1521106233783796,0.4592413556811463,3.9244567326136996
18,rdfl-perturbed-u,3.892898101432651,0.4587246368037303,3.886514663696289
19,rdfl-perturbed-u,3.7912872679093303,0.4532558308662843,3.787252289908273
20,rdfl-perturbed-u,3.725948913424623,0.45017512713308105,3.6979706627982005
21,rdfl-perturbed-u,3.620869945077335,0.4500898967746015,3.6384883608136858
22,rdfl-perturbed-u,3.5923648114297904,0.44269870437707726,3.6603127888270786
23,rdfl-perturbed-u,3.4655801829169777,0.4379143446089494,3.4421533857073103
24,rdfl-perturbed-u,3.493446808235318,0.44104115353007917,3.4954917090279713
25,rdfl-perturbed-u,3.5057180675805784,0.4414758755138431,3.5408105850219727
26,rdfl-perturbed-u,3.3895933721579756,0.4390517760510387,3.374628339494978
27,rdfl-perturbed-u,3.2365471942752015,0.4334152423732102,3.33436461857387
28,rdfl-perturbed-u,3.1825186084298527,0.4349655543628057,3.275915963309152
29,rdfl-perturbed-u,3.105639798968446,0.4398930090090089,3.2801565442766463
30,rdfl-perturbed-u,3.17642850969352,0.43373700577489516,3.1655879701886858
31,rdfl-perturbed-u,3.0487803431118237,0.42969764598411025,3.1983513150896346
32,rdfl-perturbed-u,2.9712689764359417,0.42654492049071285,2.955897331237793
33,rdfl-perturbed-u,2.8170864254820582,0.4250787742121621,2.9449634552001953
34,rdfl-perturbed-u,2.7048162151785458,0.42394498779743983,2.8943654469081332
35,rdfl-perturbed-u,2.789822826198503,0.42232945099598657,2.877452850341797
36,rdfl-perturbed-u,2.732909127777698,0.42427393336818875,2.921924182346889
37,rdfl-perturbed-u,2.6724547498366413,0.4217344342542049,2.827120780944824
38,rdfl-perturbed-u,2.6744484106699624,0.42798159746402314,2.851471083504813
39,rdfl-perturbed-u,2.549692864511527,0.42688820310056425,2.801907811846052
40,rdfl-perturbed-u,2.679246897790946,0.42415883143666155,2.7156990596226285
41,rdfl-perturbed-u,2.591514610776714,0.4219824598589039,2.7065676280430386
42,rdfl-perturbed-u,2.4715439805797503,0.427712588119305,2.7199578966413225
43,rdfl-perturbed-u,2.5177013944177067,0.4217344342542049,2.6684251512799944
44,rdfl-perturbed-u,2.465360272164438,0.42572646682297244,2.6633107321602956
45,rdfl-perturbed-u,2.3997642152449665,0.4145192056768902,2.5692213603428433
46,rdfl-perturbed-u,2.4098336790122237,0.41732834366787436,2.577521324157715
47,rdfl-perturbed-u,2.4038492791792927,0.4213703992841181,2.6392625399998257
48,rdfl-perturbed-u,2.383531465249903,0.4203759743627466,2.5739549909319197
49,rdfl-perturbed-u,2.3571588806077544,0.41652527362865815,2.611746311187744
50,rdfl-perturbed-u,2.4441685629825964,0.41545209883760537,2.6498208727155412
1,rdfl-perturbed-i,6.382996633941052,0.4873540303443249,5.730041231427874
2,rdfl-perturbed-i,6.150184706145642,0.4908694795789843,5.7071316582815985
3,rdfl-perturbed-i,5.984947438333549,0.4793809368229881,5.4955547877720425
4,rdfl-perturbed-i,5.866396969439936,0.46678905309495605,5.437895502362933
5,rdfl-perturbed-i,5.804172057731479,0.468415058906857,5.3428336552211215
6,rdfl-perturbed-i,5.739864788803399,0.46741625730101183,5.389136450631278
7,rdfl-perturbed-i,5.64954454758588,0.4720346229545637,5.273929595947266
8,rdfl-perturbed-i,5.659545832989263,0.46875744041714,5.264412879943848
9,rdfl-perturbed-i,5.662161761639165,0.46551712556728625,5.191811289106097
10,rdfl-perturbed-i,5.693595989077699,0.47172419539160504,5.256680352347238
11,rdfl-perturbed-i,5.729364731732537,0.46746102539982637,5.249648230416434
12,rdfl-perturbed-i,5.7509300849016975,0.4735395193004336,5.302474566868374
13,rdfl-perturbed-i,5.752478010514203,0.46570439160173577,5.242771966116769
14,rdfl-perturbed-i,5.674023637584612,0.4747532253708236,5.223046983991351
15,rdfl-perturbed-i,5.729772567749023,0.4699760750939502,5.249234199523926
16,rdfl-perturbed-i,5.736418219173656,0.4699538113702543,5.19459479195731
17,rdfl-perturbed-i,5.691244340410419,0.46660222237851745,5.226557867867606
18,rdfl-perturbed-i,5.671698467404235,0.4677593698954624,5.20056506565639
19,rdfl-perturbed-i,5.640979916441674,0.4677220872407643,5.228380884443011
20,rdfl-perturbed-i,5.67380607361887,0.47437841143136233,5.350416728428432
21,rdfl-perturbed-i,5.668602513331993,0.47015414692949375,5.262860979352679
22,rdfl-perturbed-i,5.651824455635221,0.4708879814472106,5.271375111171177
23,rdfl-perturbed-i,5.688907894433713,0.4628422358297233,5.103335380554199
24,rdfl-perturbed-i,5.674342108707802,0.46305318028046966,5.19527953011649
25,rdfl-perturbed-i,5.670903888403201,0.4669459331274722,5.225200653076172
26,rdfl-perturbed-i,5.729330633200851,0.4671326263760646,5.303294590541294
27,rdfl-perturbed-i,5.74502145542818,0.4708139086806409,5.4231399808611185
28,rdfl-perturbed-i,5.731284300486247,0.4631510861170775,5.279329708644322
29,rdfl-perturbed-i,5.701278434080236,0.4678041051589559,5.278963088989258
30,rdfl-perturbed-i,5.696004241120582,0.46927054430253773,5.331880160740444
31,rdfl-perturbed-i,5.6796224725012685,0.47607373941138875,5.366218021937779
32,rdfl-perturbed-i,5.68439375185499,0.48374815429695883,5.439323425292969
33,rdfl-perturbed-i,5.61833578932519,0.4895888740821221,5.468897683279855
34,rdfl-perturbed-i,5.620652572781432,0.4866736930245386,5.429749625069754
35,rdfl-perturbed-i,5.6336140632629395,0.48440380098706315,5.428843906947544
36,rdfl-perturbed-i,5.59882433274213,0.4808193225964852,5.4791122164045065
37,rdfl-perturbed-i,5.63913480908263,0.48467732500602917,5.494973863874163
38,rdfl-perturbed-i,5.667895158131917,0.48326485685905196,5.438216618129185
39,rdfl-perturbed-i,5.644628524780273,0.4889473135690885,5.5094146728515625
40,rdfl-perturbed-i,5.673054124794755,0.49115360513721745,5.483331952776227
41,rdfl-perturbed-i,5.65695146485871,0.4813702887702089,5.41345078604562
42,rdfl-perturbed-i,5.624010983635397,0.49081263473011194,5.530382701328823
43,rdfl-perturbed-i,5.614475633583817,0.49290445231012353,5.60831846509661
44,rdfl-perturbed-i,5.6237552867216225,0.4913523952717496,5.52309444972447
45,rdfl-perturbed-i,5.589038895625694,0.49115360513721745,5.517002514430454
46,rdfl-perturbed-i,5.632334494123272,0.48902577166969724,5.5344856807163785
47,rdfl-perturbed-i,5.656933027155259,0.4840868958852916,5.4238514219011575
48,rdfl-perturbed-i,5.601142584108839,0.4824775623946524,5.56176403590611
49,rdfl-perturbed-i,5.59645580777935,0.4895888740821221,5.603600910731724
50,rdfl-perturbed-i,5.616028252769919,0.48740412289788554,5.524035998753139
1,rdfl-relaxed-u,5.744436965269201,0.5610323089978883,5.245337350027902
2,rdfl-relaxed-u,5.3222575748668,0.5575494079396691,5.011232921055385
3,rdfl-relaxed-u,5.051533315695968,0.5495944918630359,4.789513996669224
4,rdfl-relaxed-u,4.957291388044171,0.543960014588757,4.6236788885934015
5,rdfl-relaxed-u,4.728261232376099,0.5394057166514691,4.475724356515067
6,rdfl-relaxed-u,4.456396088880651,0.5307356580476942,4.333633695329938
7,rdfl-relaxed-u,4.357095821231019,0.5277421042130536,4.212531089782715
8,rdfl-relaxed-u,4.354282285652909,0.5269615637230689,4.103410175868443
9,rdfl-relaxed-u,4.039009150336771,0.5229459687419852,3.9959753581455777
10,rdfl-relaxed-u,3.8963343910142485,0.5209837966838526,3.8973565782819475
11,rdfl-relaxed-u,3.86267978069829,0.5171057243383792,3.816364424569266
12,rdfl-relaxed-u,3.8984670498791862,0.5155110022623606,3.7639239174979076
13,rdfl-relaxed-u,3.5460909114164463,0.5132887854440816,3.705362183707101
14,rdfl-relaxed-u,3.4698130523457245,0.5122760828501928,3.6242516381399974
15,rdfl-relaxed-u,3.3745644419801,0.5089955259560635,3.5667315891810825
16,rdfl-relaxed-u,3.196815341126685,0.5071546917768314,3.488812037876674
17,rdfl-relaxed-u,3.1693363703933417,0.5046205107523877,3.4484202521187917
18,rdfl-relaxed-u,3.1519645242130054,0.49917201559626356,3.3715002877371654
19,rdfl-relaxed-u,2.858100680743947,0.49962750592328137,3.3797217777797153
20,rdfl-relaxed-u,2.86297412479625,0.49679201157954644,3.3300395693097795
21,rdfl-relaxed-u,2.945982512305765,0.49856564642183987,3.2953827721732005
22,rdfl-relaxed-u,2.8140143693662156,0.4969520584496971,3.3155127934047153
23,rdfl-relaxed-u,2.776756389468324,0.4959072590672559,3.2457630974905833
24,rdfl-relaxed-u,2.5976601628696216,0.49458022722006606,3.1487034388950894
25,rdfl-relaxed-u,2.6912279736761953,0.49641075690396125,3.0978103365216936
26,rdfl-relaxed-u,2.532617863486795,0.49136227998636023,2.945676939828055
27,rdfl-relaxed-u,2.307059601241467,0.4952312167269865,3.000844819205148
28,rdfl-relaxed-u,2.3014245874741497,0.4890874761404677,2.890419142586844
29,rdfl-relaxed-u,2.337324443985434,0.4886392869807168,2.9392524446759904
30,rdfl-relaxed-u,2.260915284063302,0.47115057824133566,2.68151923588344
31,rdfl-relaxed-u,2.3037088408189663,0.48263151645202557,2.7569916588919505
32,rdfl-relaxed-u,2.2694627911436793,0.49156739492753376,2.8493685041155135
33,rdfl-relaxed-u,1.999149053704505,0.4939122573212057,2.8886177199227467
34,rdfl-relaxed-u,2.0844400232913447,0.4813197522402948,2.6731713839939664
35,rdfl-relaxed-u,2.2701540647768508,0.4751674342661448,2.5939036778041293
36,rdfl-relaxed-u,2.1187002588720882,0.47956297382194185,2.609070369175502
37,rdfl-relaxed-u,2.0838977098464966,0.47967306038134794,2.6099424362182617
38,rdfl-relaxed-u,2.0053308804829917,0.4804328577190632,2.7168053218296597
39,rdfl-relaxed-u,1.9961790781395108,0.47374153069245684,2.53197751726423
40,rdfl-relaxed-u,1.9892404359929703,0.4748911223718142,2.4853126662118092
41,rdfl-relaxed-u,1.9419347865908754,0.4745015375611148,2.4746762684413364
42,rdfl-relaxed-u,1.9020613081314985,0.46296153660710926,2.3443738392421176
43,rdfl-relaxed-u,2.0019992286083745,0.46428657468778933,2.355301788875035
44,rdfl-relaxed-u,1.8608798326230516,0.4638949269196467,2.3380116053989957
45,rdfl-relaxed-u,1.84981766167809,0.46474656718308444,2.3301778520856584
46,rdfl-relaxed-u,1.9832103579652076,0.4768002348148576,2.4493625504629954
47,rdfl-relaxed-u,1.8749365081974105,0.4799898922514481,2.4501525333949496
48,rdfl-relaxed-u,1.9161738040400487,0.468586760662198,2.3377208709716797
49,rdfl-relaxed-u,1.8360442647746964,0.4683890924260369,2.3767326218741283
50,rdfl-relaxed-u,1.8000989614748488,0.4639158955865158,2.358463627951486
1,rdfl-relaxed-i,5.7534260188832,0.562143303536352,5.199245044163296
2,rdfl-relaxed-i,5.5279759893230365,0.5589854571436815,5.092519623892648
3,rdfl-relaxed-i,5.345274495143516,0.5567584241542592,5.006990568978446
4,rdfl-relaxed-i,5.181041624031815,0.5549907385054588,4.915021351405552
5,rdfl-relaxed-i,5.017428893668979,0.5516424895284435,4.808108329772949
6,rdfl-relaxed-i,4.89151678833307,0.5477351310459396,4.7091569900512695
7,rdfl-relaxed-i,4.776230858821495,0.5445480728756393,4.615403992789132
8,rdfl-relaxed-i,4.6663966365889005,0.5415366816795122,4.529337201799665
9,rdfl-relaxed-i,4.540223495632994,0.539723309166617,4.464737210954938
10,rdfl-relaxed-i,4.393706490011776,0.536736439623391,4.364504950387137
11,rdfl-relaxed-i,4.260712081310796,0.5330080067593741,4.202806745256696
12,rdfl-relaxed-i,4.147612169677136,0.5298491271964645,4.131785120282855
13,rdfl-relaxed-i,4.066021386314841,0.5277383867700032,4.123182160513742
14,rdfl-relaxed-i,4.1503886896021225,0.5262590246135452,4.157600266592843
15,rdfl-relaxed-i,4.136311381470923,0.5257936071742595,4.1083784103393555
16,rdfl-relaxed-i,4.039790564892339,0.525485848069688,4.0705768040248325
17,rdfl-relaxed-i,3.937739227332321,0.522685485582609,4.042306082589286
18,rdfl-relaxed-i,3.8537313797894646,0.520941954412335,4.017284802028111
19,rdfl-relaxed-i,3.762280875561284,0.5189254227766723,3.9720915385654996
20,rdfl-relaxed-i,3.666382495094748,0.5196089443700962,3.9688167572021484
21,rdfl-relaxed-i,3.578773998746685,0.5169711553238124,3.9208448954990933
22,rdfl-relaxed-i,3.485450436087216,0.5127656201792326,3.805264472961426
23,rdfl-relaxed-i,3.538700463725071,0.5159823941916261,3.7866897583007812
24,rdfl-relaxed-i,3.6674506804522347,0.5238641947747519,3.9216839926583424
25,rdfl-relaxed-i,3.6915312234093163,0.5264970390247949,3.9396896362304688
26,rdfl-relaxed-i,3.6567252477010093,0.526077128307227,3.915475981576102
27,rdfl-relaxed-i,3.6042250838934207,0.5229817763328761,3.9102690560477122
28,rdfl-relaxed-i,3.5602215645360014,0.5171458484800997,3.8553692953927174
29,rdfl-relaxed-i,3.51971622541839,0.5165110979392733,3.813964707510812
30,rdfl-relaxed-i,3.4813538205389882,0.5143303144128726,3.80355167388916
31,rdfl-relaxed-i,3.431732266556983,0.5141582418076724,3.8039635249546597
32,rdfl-relaxed-i,3.4012290169210995,0.5161534759423447,3.862766538347517
33,rdfl-relaxed-i,3.3808851990045286,0.5172148136307287,3.8818363462175642
34,rdfl-relaxed-i,3.352680977653055,0.5176517436272337,3.8967018127441406
35,rdfl-relaxed-i,3.3263930947172877,0.5170988215129344,3.8902429853166853
36,rdfl-relaxed-i,3.2997401742374195,0.5166560050344818,3.887183053152902
37,rdfl-relaxed-i,3.2675559053234027,0.5160217080181088,3.8761283329554965
38,rdfl-relaxed-i,3.2401396994497262,0.5160923148891278,3.836739948817662
39,rdfl-relaxed-i,3.219251183902516,0.5158522464311402,3.836696216038295
40,rdfl-relaxed-i,3.1646831736845127,0.516090717794307,3.841143880571638
41,rdfl-relaxed-i,3.1366172117345474,0.5157198203619753,3.8229856491088867
42,rdfl-relaxed-i,3.1036161675172695,0.5148208226048707,3.8035073961530412
43,rdfl-relaxed-i,3.0778888580845853,0.5138103043715143,3.7923586709158763
44,rdfl-relaxed-i,3.0452617056229534,0.5107145383759901,3.801769801548549
45,rdfl-relaxed-i,3.0224643127591,0.5109148906273325,3.787428855895996
46,rdfl-relaxed-i,2.993779935088812,0.5091701460059352,3.752741949898856
47,rdfl-relaxed-i,2.9634551066978303,0.5074746552809078,3.7567270823887418
48,rdfl-relaxed-i,2.941343293470495,0.5066796176971313,3.7424336842128207
49,rdfl-relaxed-i,2.92058391197055,0.5057888615188392,3.7357420240129744
50,rdfl-relaxed-i,2.9010768076952766,0.5051732825965691,3.7115677424839566
